Prov. Code;Prov. Category;Prov. Type;Conc. Rel.;Descr. UI;Descr. Name;PH count;#Parent Ds;PHs;#Descendant Ds;MeSH Categories;year
3.5: Detachment;3: New PI concept;5: Detachment;-;D055097;Auriculotherapy;3;1;Acupressure~Acupuncture Therapy~Ear, External;1;E;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055098;Endocrine Cells;0;1;;22;A;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055099;Neuroendocrine Cells;0;1;;0;A;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055100;Optical Fibers;1;1;Fiber Optic Technology;0;E;2009
3.4: Overtopping;3: New PI concept;4: Overtopping;-;D055101;Semen Analysis;2;1;Sperm Count~Sperm Motility;2;E;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055103;Hypodermoclysis;1;2;Fluid Therapy;0;E;2009
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D055104;Infusions, Subcutaneous;2;1;Infusions, Parenteral~Injections, Subcutaneous;1;E;2009
3.3: Submersion;3: New PI concept;3: Submersion;-;D055105;Waist Circumference;2;1;Anthropometry~Body Constitution;1;E~G;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055106;Genome-Wide Association Study;0;4;;0;E~N;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055107;Suntan;0;1;;0;G;2009
1.5: Detachment;1: Old concept;5: Detachment;BRD;D055108;Sunbathing;1;1;Heliotherapy;0;I;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055109;Ankle Brachial Index;0;1;;0;E;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055110;Radiometric Dating;0;1;;0;E;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055111;Failed Back Surgery Syndrome;2;2;Back Pain~Postoperative Complications;0;C;2009
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D055112;Pyometra;2;1;Suppuration~Uterine Diseases;0;C;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055113;Chronic Periodontitis;1;1;Periodontitis;0;C;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055114;X-Ray Microtomography;1;1;Tomography, X-Ray Computed;0;E;2009
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D055115;Light-Curing of Dental Adhesives;3;1;Composite Resins~Dental Bonding~Light;0;E;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055116;Self-Curing of Dental Resins;1;1;Composite Resins;0;E;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055117;Curing Lights, Dental;2;1;Composite Resins~Light;0;E;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055118;Medication Adherence;1;1;Patient Compliance;0;F~N;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055119;Elastic Modulus;1;1;Elasticity;0;G;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055133;Blastocladiomycota;0;1;;3;B;2009
3.3: Submersion;3: New PI concept;3: Submersion;-;D055134;Allomyces;1;1;Fungi;0;B;2009
3.3: Submersion;3: New PI concept;3: Submersion;-;D055135;Coelomomyces;1;1;Fungi;0;B;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055136;Neocallimastigomycota;0;1;;3;B;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055137;Glomeromycota;1;1;Mycorrhizae;0;B;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055139;Sensory Gating;2;1;Neural Inhibition~Schizophrenia;1;G;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055153;Stem Cell Niche;1;1;Stem Cells;0;G;2009
1.2: Subdivision;1: Old concept;2: Subdivision;NRW;D055154;Dysphonia;1;1;Voice Disorders;0;C;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055155;Ophiostomatales;1;1;Ascomycota;1;B;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055156;Ophiostoma;0;1;;0;B;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055157;Dipodascus;1;2;Saccharomycetales;0;B;2009
3.5: Detachment~3.3: Submersion;3: New PI concept;5: Detachment~3: Submersion;-;D055158;Velopharyngeal Sphincter;2;1;Palate, Soft~Pharynx;0;A;2009
3.3: Submersion;3: New PI concept;3: Submersion;-;D055159;Endomyces;1;2;Ascomycota;0;B;2009
3.5: Detachment~3.3: Submersion;3: New PI concept;5: Detachment~3: Submersion;-;D055160;Lipomyces;2;2;Ascomycota~Saccharomyces;0;B;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055161;Speleotherapy;2;1;Microclimate~Physical Therapy Modalities;0;E;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055162;Biocatalysis;1;3;Catalysis;0;G;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055163;Metschnikowia;2;2;Saccharomycetales~Yeasts;0;B;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055164;Nerve Expansion;0;1;;0;E;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055165;Debaromyces;1;2;Saccharomycetales;0;B;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055166;Hepatic Stellate Cells;0;1;;0;A;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055167;Dekkera;1;2;Saccharomycetales;0;B;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055168;Brettanomyces;1;2;Yeasts;0;B;2009
1.2: Subdivision;1: Old concept;2: Subdivision;NRW;D055169;Eremothecium;1;2;Saccharomycetales;0;B;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055170;Plant Root Nodulation;2;1;Plant Roots~Root Nodules, Plant;0;G;2009
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D055171;Nasal Cartilages;2;2;Cartilage~Nose;0;A;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055172;Vomer;1;2;Nasal Septum;0;A;2009
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D055191;Delayed Emergence from Anesthesia;2;1;Anesthesia, General~Postoperative Complications;0;C;2009
3.3: Submersion;3: New PI concept;3: Submersion;-;D055211;Retinal Photoreceptor Cell Inner Segment;1;1;Photoreceptor Cells;0;A;2009
3.3: Submersion;3: New PI concept;3: Submersion;-;D055212;Photoreceptor Connecting Cilium;1;1;Photoreceptor Cells;0;A;2009
1.2: Subdivision;1: Old concept;2: Subdivision;NRW;D055213;Retinal Pigment Epithelium;1;2;Pigment Epithelium of Eye;0;A;2009
3.3: Submersion;3: New PI concept;3: Submersion;-;D055214;Retinal Photoreceptor Cell Outer Segment;1;1;Retina;1;A;2009
3.4: Overtopping;3: New PI concept;4: Overtopping;-;D055231;Lincosamides;1;2;Lincomycin;2;D;2009
2.5: Detachment;2: Old SRC;5: Detachment;-;D055232;Proline-Rich Protein Domains;1;1;Peptides;0;G;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055233;Cornified Envelope Proline-Rich Proteins;0;2;;0;D;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055252;Cell-Derived Microparticles;0;1;;0;A;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055253;Color Vision;1;1;Color Perception;0;F~G;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055254;Night Vision;0;1;;0;F~G;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055255;Mesopic Vision;0;1;;1;F~G;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055256;Infectious Disease Incubation Period;1;1;Time Factors;0;N;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055257;Mucin-5B;1;2;Mucins;0;D;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055258;Rod-Cone Interaction;2;1;Dark Adaptation~Photoreceptor Cells;0;F~G;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055261;Immunogenetic Phenomena;0;1;;22;G;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055262;Mucin-2;1;1;Mucins;0;D;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055263;Mucin-3;1;2;Mucins;0;D;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055264;Mucin-4;1;2;Mucins;0;D;2009
2.3: Submersion;2: Old SRC;3: Submersion;-;D055271;Mucin 5AC;1;1;Mucins;0;D;2009
2.3: Submersion;2: Old SRC;3: Submersion;-;D055272;Mucin-6;1;1;Mucins;0;D;2009
2.3: Submersion;2: Old SRC;3: Submersion;-;D055273;Salivary Proline-Rich Proteins;1;1;Peptides;0;D;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055291;Salivary alpha-Amylases;1;2;alpha-Amylases;0;D;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055292;Pancreatic alpha-Amylases;1;1;alpha-Amylases;0;D;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055293;Receptors, Urokinase Plasminogen Activator;1;2;Receptors, Cell Surface;0;D;2009
1.2: Subdivision;1: Old concept;2: Subdivision;NRW;D055312;Cystatin A;1;1;Cystatins;0;D;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055313;Cystatin B;1;1;Cystatins;0;D;2009
3.1: Succession;3: New PI concept;1: Succession;-;D055314;Seed Storage Proteins;1;1;Plant proteins or specifics;5;D;2009
3.3: Submersion;3: New PI concept;3: Submersion;-;D055315;Prolamins;1;2;Plant Proteins;3;D;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055316;Cystatin C;1;1;Cystatins;0;D;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055317;Evidence-Based Practice;0;1;;5;H;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055318;Evidence-Based Nursing;2;2;Evidence-Based Medicine~Nursing Care;0;H;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055319;Torulaspora;1;2;Saccharomycetales;0;B;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055320;Williopsis;1;2;Saccharomycetales;0;B;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055321;Hanseniaspora;1;2;Saccharomycetales;0;B;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055322;Kloeckera;1;2;Mitosporic Fungi;0;B;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055323;Byssochlamys;1;1;Eurotiales;0;B;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055324;Eupenicillium;1;1;Eurotiales;0;B;2009
3.3: Submersion;3: New PI concept;3: Submersion;-;D055325;Eurotium;1;1;Ascomycota;0;B;2009
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D055326;Neosartorya;2;1;Ascomycota~Eurotiales;0;B;2009
3.3: Submersion;3: New PI concept;3: Submersion;-;D055327;Thermoascus;1;1;Ascomycota;0;B;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055328;Neotyphodium;0;1;;0;B;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055329;Epichloe;0;1;;0;B;2009
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D055330;Nectria;2;1;Ascomycota~Hypocreales;0;B;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055331;Adenomyoepithelioma;2;1;Breast Neoplasms~Myoepithelioma;0;C;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055332;Cystatin M;1;2;Cystatins;0;D;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055333;Salivary Cystatins;1;2;Cystatins;0;D;2009
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D055351;Retinal Neurons;2;2;Neurons~Retina;13;A;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055352;Halorubrum;1;1;Halobacteriaceae;0;B;2009
1.2: Subdivision;1: Old concept;2: Subdivision;NRW;D055353;Chromohalobacter;1;1;Halomonadaceae;0;B;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055354;Exosomes;0;2;;0;A;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055355;Opsins;1;2;Opsin;3;D;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055356;Endometrial Ablation Techniques;1;2;Endometrium;0;E;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055357;Uterine Artery Embolization;1;2;Embolization, Therapeutic;0;E;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055358;Cone Opsins;1;1;Opsin;0;D;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055359;Antistatic Agents;0;1;;0;D;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055360;Osteopathic Physicians;1;1;Osteopathic Medicine;0;M~N;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055361;Multilevel Analysis;0;1;;0;N;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055362;Agrocybe;1;1;Agaricales;0;B;2009
1.2: Subdivision;1: Old concept;2: Subdivision;NRW;D055363;Cortinarius;1;1;Agaricales;0;B;2009
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D055364;Hebeloma;2;1;Agaricales~Basidiomycota;0;B;2009
3.3: Submersion;3: New PI concept;3: Submersion;-;D055365;Cyathus;1;1;Basidiomycota;0;B;2009
1.2: Subdivision;1: Old concept;2: Subdivision;NRW;D055366;Synaptic Potentials;1;2;Synaptic Transmission;4;G;2009
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D055367;Volvariella;2;1;Agaricales~Basidiomycota;0;B;2009
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D055368;Pholiota;2;1;Agaricales~Basidiomycota;0;B;2009
3.3: Submersion;3: New PI concept;3: Submersion;-;D055369;Miniature Postsynaptic Potentials;1;1;Synaptic Transmission;0;G;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055370;Lung Injury;1;2;Lung Diseases;16;C;2009
1.5: Detachment;1: Old concept;5: Detachment;REL;D055371;Acute Lung Injury;1;1;Respiratory Distress Syndrome, Adult;1;C;2009
2.5: Detachment~2.2: Subdivision;2: Old SRC;5: Detachment~2: Subdivision;-;D055372;AMP-Activated Protein Kinases;2;2;Multienzyme Complexes~Protein-Serine-Threonine Kinases;0;D;2009
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D055391;Psilocybe;2;1;Agaricales~Basidiomycota;0;B;2009
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D055392;Armillaria;2;1;Agaricales~Basidiomycota;0;B;2009
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D055393;Flammulina;2;1;Agaricales~Basidiomycota;0;B;2009
2.5: Detachment~2.3: Submersion;2: Old SRC;5: Detachment~3: Submersion;-;D055394;Tolloid-Like Metalloproteinases;2;2;Bone Morphogenetic Proteins~Metalloproteases;1;D;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055395;Bone Morphogenetic Protein 1;0;3;;0;D;2009
2.5: Detachment~2.2: Subdivision;2: Old SRC;5: Detachment~2: Subdivision;-;D055396;Bone Morphogenetic Protein 2;2;1;Transforming Growth Factor beta~Bone Morphogenetic Proteins;0;D;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055397;Ventilator-Induced Lung Injury;0;1;;1;C;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055398;Bone Morphogenetic Protein 3;1;1;Bone Morphogenetic Proteins;0;D;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055399;Laccaria;1;1;Agaricales;0;B;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055411;TGF-beta Superfamily Proteins;1;1;Transforming Growth Factors;26;D;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055412;Growth Differentiation Factors;1;1;Transforming Growth Factors;10;D;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055413;Growth Differentiation Factor 10;1;2;Bone Morphogenetic Proteins;0;D;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055414;Myocardial Perfusion Imaging;0;3;;0;E;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055415;Bone Morphogenetic Protein 4;1;1;Bone Morphogenetic Proteins;0;D;2009
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D055416;Evidence-Based Emergency Medicine;2;1;Emergency Medicine~Evidence-Based Medicine;0;H;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055417;Bone Morphogenetic Protein 5;1;1;Bone Morphogenetic Proteins;0;D;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055418;Bone Morphogenetic Protein 6;1;1;Bone Morphogenetic Proteins;0;D;2009
2.5: Detachment~2.2: Subdivision;2: Old SRC;5: Detachment~2: Subdivision;-;D055419;Bone Morphogenetic Protein 7;2;1;Transforming Growth Factor beta~Bone Morphogenetic Proteins;0;D;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055420;Perfusion Imaging;0;1;;1;E;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055422;Venous Valves;0;1;;0;A;2009
3.3: Submersion;3: New PI concept;3: Submersion;-;D055423;Diet, Ketogenic;1;1;Diet Therapy;0;E~G;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055424;Cardiac-Gated Imaging Techniques;0;1;;2;E;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055425;Respiratory-Gated Imaging Techniques;0;2;;0;E;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055426;Cardiac-Gated Single-Photon Emission Computer-Assisted Tomography;1;2;Tomography, Emission-Computed, Single-Photon;0;E;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055427;Growth Differentiation Factor 2;1;2;Bone Morphogenetic Proteins;0;D;2009
2.5: Detachment;2: Old SRC;5: Detachment;-;D055428;Growth Differentiation Factor 5;1;1;Bone Morphogenetic Proteins;0;D;2009
2.3: Submersion;2: Old SRC;3: Submersion;-;D055429;Growth Differentiation Factor 9;1;1;Intercellular Signaling Peptides and Proteins;0;D;2009
2.3: Submersion;2: Old SRC;3: Submersion;-;D055430;Bone Morphogenetic Protein 15;1;2;Intercellular Signaling Peptides and Proteins;0;D;2009
2.5: Detachment;2: Old SRC;5: Detachment;-;D055431;Growth Differentiation Factor 6;1;1;Bone Morphogenetic Proteins;0;D;2009
1.5: Detachment;1: Old concept;5: Detachment;NRW;D055432;Metabolomics;1;2;Metabolism;1;H;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055433;Marasmius;1;1;Agaricales;0;B;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055434;Termitomyces;1;1;Agaricales;0;B;2009
2.5: Detachment;2: Old SRC;5: Detachment;-;D055435;Myostatin;1;1;Transforming Growth Factor beta;0;D;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055436;Growth Differentiation Factor 15;1;2;Cytokines;0;D;2009
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D055439;Tricholoma;2;1;Agaricales~Basidiomycota;0;B;2009
1.3: Submersion;1: Old concept;3: Submersion;NRW;D055441;Poria;1;1;Polyporales;0;B;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055442;Metabolome;0;1;;0;G;2009
2.3: Submersion;2: Old SRC;3: Submersion;-;D055451;Growth Differentiation Factor 3;1;2;Intercellular Signaling Peptides and Proteins;0;D;2009
2.3: Submersion;2: Old SRC;3: Submersion;-;D055452;Growth Differentiation Factor 1;1;2;Intercellular Signaling Peptides and Proteins;0;D;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055453;Coriolaceae;0;1;;3;B;2009
3.3: Submersion;3: New PI concept;3: Submersion;-;D055454;Trametes;2;1;Basidiomycota~Polyporales;0;B;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055456;Nodal Signaling Ligands;0;1;;4;D;2009
2.5: Detachment;2: Old SRC;5: Detachment;-;D055457;Nodal Protein;1;1;Transforming Growth Factor beta;0;D;2009
2.5: Detachment;2: Old SRC;5: Detachment;-;D055458;Left-Right Determination Factors;1;1;Transforming Growth Factor beta;0;D;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055459;Facilitated Diffusion;1;3;Diffusion;0;G;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055471;Thermal Diffusion;0;1;;0;G;2009
1.3: Submersion;1: Old concept;3: Submersion;NRW;D055491;Antrodia;1;1;Polyporales;0;B;2009
3.3: Submersion;3: New PI concept;3: Submersion;-;D055492;Polyporus;2;1;Basidiomycota~Polyporales;0;B;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055493;Spiral Ligament of Cochlea;1;1;Cochlea;0;A;2009
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D055494;Pycnoporus;2;1;Basidiomycota~Polyporaceae;0;B;2009
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D055495;Neurogenesis;2;3;Cell Differentiation~Neurons;3;G;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055496;Neurogenic Bowel;3;1;Central Nervous System Diseases~Constipation~Fecal Incontinence;0;C;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055498;Jewelry;0;1;;0;J;2009
3.1: Succession;3: New PI concept;1: Succession;-;D055499;Catheter-Related Infections;1;1;specific catheterization;0;C;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055500;Resilience, Psychological;0;1;;0;F;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055501;Macrophage Activation Syndrome;1;1;Macrophage Activation;0;C;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055502;Secondary Prevention;0;3;;0;E~N;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055503;Protein Multimerization;0;1;;0;G;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055504;Insulin Receptor Substrate Proteins;1;1;Adaptor Proteins, Signal Transducing;0;D;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055511;CCN Intercellular Signaling Proteins;0;2;;3;D;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055512;Tertiary Prevention;0;3;;0;E~N;2009
2.5: Detachment~2.3: Submersion;2: Old SRC;5: Detachment~3: Submersion;-;D055513;Connective Tissue Growth Factor;2;1;Immediate-Early Proteins~Intercellular Signaling Peptides and Proteins;0;D;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055514;Nephroblastoma Overexpressed Protein;0;2;;0;D;2009
3.5: Detachment~3.3: Submersion;3: New PI concept;5: Detachment~3: Submersion;-;D055515;Cysteine-Rich Protein 61;2;1;Immediate-Early Proteins~Intercellular Signaling Peptides and Proteins;0;D;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055516;2S Albumins, Plant;0;1;;0;D;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055517;snRNP Core Proteins;2;3;Autoantigens~Ribonucleoproteins, Small Nuclear;0;D;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055519;Photoreceptors, Plant;0;1;;3;D;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055531;Gemini of Coiled Bodies;0;1;;0;A;2009
2.5: Detachment~2.2: Subdivision;2: Old SRC;5: Detachment~2: Subdivision;-;D055532;SMN Complex Proteins;3;2;Nerve Tissue Proteins~RNA-Binding Proteins~Cyclic AMP Response Element-Binding Protein;3;D;2009
2.5: Detachment~2.3: Submersion;2: Old SRC;5: Detachment~3: Submersion;-;D055533;Survival of Motor Neuron 1 Protein;3;1;Nerve Tissue Proteins~RNA-Binding Proteins~Cyclic AMP Response Element-Binding Protein;0;D;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055534;Bulbo-Spinal Atrophy, X-Linked;0;3;;0;C;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055535;Morgellons Disease;1;2;Skin Diseases, Parasitic;0;C~F;2009
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D055536;Vagus Nerve Stimulation;2;1;Electric Stimulation~Electric Stimulation Therapy;0;E;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055537;Light Signal Transduction;0;1;;1;G;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055538;delta-Thalassemia;0;1;;0;C;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055539;MP3-Player;1;1;Computers, Handheld;0;L;2009
2.5: Detachment~2.3: Submersion;2: Old SRC;5: Detachment~3: Submersion;-;D055540;Survival of Motor Neuron 2 Protein;3;1;Nerve Tissue Proteins~RNA-Binding Proteins~Cyclic AMP Response Element-Binding Protein;0;D;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055541;DEAD Box Protein 20;1;2;DEAD-box RNA Helicases;0;D;2009
1.3: Submersion;1: Old concept;3: Submersion;NRW;D055542;alpha-Globins;1;1;Globins;1;D;2009
1.3: Submersion;1: Old concept;3: Submersion;NRW;D055543;zeta-Globins;1;1;Globins;0;D;2009
1.3: Submersion;1: Old concept;3: Submersion;REL;D055544;beta-Globins;1;1;Globins;3;D;2009
1.3: Submersion;1: Old concept;3: Submersion;NRW;D055545;gamma-Globins;1;1;Globins;0;D;2009
1.3: Submersion;1: Old concept;3: Submersion;NRW;D055546;delta-Globins;1;1;Globins;0;D;2009
1.3: Submersion;1: Old concept;3: Submersion;NRW;D055547;epsilon-Globins;1;1;Globins;0;D;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055548;Vapor Pressure;0;1;;0;G;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055549;Volatile Organic Compounds;0;1;;0;D;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055550;Protein Stability;0;1;;1;G;2009
3.5: Detachment~3.3: Submersion;3: New PI concept;5: Detachment~3: Submersion;-;D055551;HSP27 Heat-Shock Proteins;2;1;Heat-Shock Proteins~Neoplasm Proteins;0;D;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055552;Infectious Disease Medicine;0;1;;0;H;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055553;Prescription Drugs;1;1;Pharmaceutical Preparations;0;D;2009
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D055554;Hemoglobin Subunits;1;1;Hemoglobins;6;D;2009
3.4: Overtopping;3: New PI concept;4: Overtopping;-;D055556;Nasal Lavage;1;1;Nasal Lavage Fluid;1;E;2009
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D055571;Secretory Pathway;0;2;;0;G;2009
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D055572;Ceramidases;1;1;Amidohydrolases;3;D;2009
3.5: Detachment;3: New PI concept;5: Detachment;-;D055573;Acid Ceramidase;1;1;Galactosylgalactosylglucosylceramidase;0;D;2009
2.3: Submersion;2: Old SRC;3: Submersion;-;D055574;Alkaline Ceramidase;1;1;Amidohydrolases;0;D;2009
2.3: Submersion;2: Old SRC;3: Submersion;-;D055576;Neutral Ceramidase;1;1;Amidohydrolases;0;D;2009
